name_x,name_y,time
node_13,node_1,633
node_13,node_2,877
node_13,node_3,1169
node_13,node_4,1087
node_13,node_5,603
node_13,node_6,516
node_13,node_7,938
node_13,node_8,710
node_13,node_9,576
node_13,node_10,958
node_13,node_11,292
node_13,node_12,1413
node_13,node_13,0
node_13,node_14,990
node_13,node_15,801
node_13,node_16,595
node_13,node_17,803
node_13,node_18,1062
node_13,node_19,914
node_13,node_20,954
node_13,node_21,1148
node_13,node_22,1558
node_13,node_23,668
node_13,node_24,908
node_13,node_25,1088
node_13,node_26,848
node_13,node_27,1184
node_13,node_28,342
node_13,node_29,460
node_13,node_30,783
node_13,node_31,933
node_13,node_32,472
node_13,node_33,559
node_13,node_34,391
node_13,node_35,444
node_13,node_36,466
node_13,node_37,140
node_13,node_38,580
node_13,node_39,790
node_14,node_0,1183
node_14,node_1,915
node_14,node_2,589
node_14,node_3,433
node_14,node_4,727
node_14,node_5,583
node_14,node_6,804
node_14,node_7,154
node_14,node_8,280
node_14,node_9,498
node_14,node_10,1328
node_14,node_11,698
node_14,node_12,731
node_14,node_13,990
node_14,node_14,0
node_14,node_15,1015
node_14,node_16,849
node_14,node_17,221
node_14,node_18,826
node_14,node_19,1444
node_14,node_20,976
node_14,node_21,684
node_14,node_22,774
node_14,node_23,966
node_14,node_24,498
node_14,node_25,98
node_14,node_26,1422
node_14,node_27,712
node_14,node_28,1070
node_14,node_29,664
node_14,node_30,883
node_14,node_31,589
node_14,node_32,572
node_14,node_33,1191
node_14,node_34,1341
node_14,node_35,570
node_14,node_36,544
node_14,node_37,1000
node_14,node_38,1222
node_14,node_39,796
node_15,node_0,214
node_15,node_1,168
node_15,node_2,426
node_15,node_3,582
node_15,node_4,288
node_15,node_5,432
node_15,node_6,285
node_15,node_7,869
node_15,node_8,735
node_15,node_9,517
node_15,node_10,313
node_15,node_11,575
node_15,node_12,612
node_15,node_13,801
node_15,node_14,1015
node_15,node_15,0
node_15,node_16,206
node_15,node_17,828
node_15,node_18,261
node_15,node_19,429
node_15,node_20,153
node_15,node_21,347
node_15,node_22,757
node_15,node_23,133
node_15,node_24,517
node_15,node_25,1113
node_15,node_26,407
node_15,node_27,383
node_15,node_28,459
node_15,node_29,681
node_15,node_30,132
node_15,node_31,426
node_15,node_32,443
node_15,node_33,242
node_15,node_34,410
node_15,node_35,445
node_15,node_36,561
node_15,node_37,661
node_15,node_38,221
node_15,node_39,219
node_16,node_0,420
node_16,node_1,66
node_16,node_2,282
node_16,node_3,574
node_16,node_4,492
node_16,node_5,266
node_16,node_6,79
node_16,node_7,703
node_16,node_8,569
node_16,node_9,351
node_16,node_10,479
node_16,node_11,369
node_16,node_12,818
node_16,node_13,595
node_16,node_14,849
node_16,node_15,206
node_16,node_16,0
node_16,node_17,662
node_16,node_18,467
node_16,node_19,595
node_16,node_20,359
node_16,node_21,553
node_16,node_22,963
node_16,node_23,117
node_16,node_24,351
node_16,node_25,947
node_16,node_26,573
node_16,node_27,589
node_16,node_28,253
node_16,node_29,475
node_16,node_30,188
node_16,node_31,338
node_16,node_32,277
node_16,node_33,342
node_16,node_34,492
node_16,node_35,279
node_16,node_36,355
node_16,node_37,455
node_16,node_38,373
node_16,node_39,195
node_17,node_0,996
node_17,node_1,728
node_17,node_2,402
node_17,node_3,606
node_17,node_4,540
node_17,node_5,396
node_17,node_6,617
node_17,node_7,375
node_17,node_8,93
node_17,node_9,311
node_17,node_10,1141
node_17,node_11,511
node_17,node_12,850
node_17,node_13,803
node_17,node_14,221
node_17,node_15,828
node_17,node_16,662
node_17,node_17,0
node_17,node_18,639
node_17,node_19,1257
node_17,node_20,789
node_17,node_21,585
node_17,node_22,995
node_17,node_23,779
node_17,node_24,345
node_17,node_25,285
node_17,node_26,1235
node_17,node_27,621
node_17,node_28,883
node_17,node_29,443
node_17,node_30,696
node_17,node_31,402
node_17,node_32,385
node_17,node_33,1004
node_17,node_34,1154
node_17,node_35,383
node_17,node_36,337
node_17,node_37,813
node_17,node_38,1035
node_17,node_39,609
node_18,node_0,357
node_18,node_1,429
node_18,node_2,237
node_18,node_3,393
node_18,node_4,99
node_18,node_5,459
node_18,node_6,546
node_18,node_7,680
node_18,node_8,546
node_18,node_9,486
node_18,node_10,502
node_18,node_11,836
node_18,node_12,351
node_18,node_13,1062
node_18,node_14,826
node_18,node_15,261
node_18,node_16,467
node_18,node_17,639
node_18,node_18,0
node_18,node_19,618
node_18,node_20,150
node_18,node_21,142
node_18,node_22,496
node_18,node_23,394
node_18,node_24,328
node_18,node_25,924
node_18,node_26,596
node_18,node_27,122
node_18,node_28,720
node_18,node_29,942
node_18,node_30,279
node_18,node_31,237
node_18,node_32,590
node_18,node_33,503
node_18,node_34,671
node_18,node_35,618
node_18,node_36,822
node_18,node_37,922
node_18,node_38,482
node_18,node_39,272
node_19,node_0,261
node_19,node_1,529
node_19,node_2,855
node_19,node_3,1011
node_19,node_4,717
node_19,node_5,861
node_19,node_6,640
node_19,node_7,1298
node_19,node_8,1164
node_19,node_9,946
node_19,node_10,116
node_19,node_11,746
node_19,node_12,713
node_19,node_13,914
node_19,node_14,1444
node_19,node_15,429
node_19,node_16,595
node_19,node_17,1257
node_19,node_18,618
node_19,node_19,0
node_19,node_20,468
node_19,node_21,760
node_19,node_22,710
node_19,node_23,478
node_19,node_24,946
node_19,node_25,1542
node_19,node_26,66
node_19,node_27,732
node_19,node_28,572
node_19,node_29,914
node_19,node_30,561
node_19,node_31,855
node_19,node_32,872
node_19,node_33,355
node_19,node_34,523
node_19,node_35,874
node_19,node_36,920
node_19,node_37,774
node_19,node_38,334
node_19,node_39,648
node_20,node_0,207
node_20,node_1,321
node_20,node_2,387
node_20,node_3,543
node_20,node_4,249
node_20,node_5,393
node_20,node_6,438
node_20,node_7,830
node_20,node_8,696
node_20,node_9,478
node_20,node_10,352
node_20,node_11,728
node_20,node_12,459
node_20,node_13,954
node_20,node_14,976
node_20,node_15,153
node_20,node_16,359
node_20,node_17,789
node_20,node_18,150
node_20,node_19,468
node_20,node_20,0
node_20,node_21,292
node_20,node_22,604
node_20,node_23,286
node_20,node_24,478
node_20,node_25,1074
node_20,node_26,446
node_20,node_27,264
node_20,node_28,612
node_20,node_29,834
node_20,node_30,171
node_20,node_31,387
node_20,node_32,482
node_20,node_33,395
node_20,node_34,563
node_20,node_35,510
node_20,node_36,714
node_20,node_37,814
node_20,node_38,374
node_20,node_39,180
node_21,node_0,499
node_21,node_1,515
node_21,node_2,271
node_21,node_3,251
node_21,node_4,61
node_21,node_5,545
node_21,node_6,632
node_21,node_7,538
node_21,node_8,556
node_21,node_9,572
node_21,node_10,644
node_21,node_11,922
node_21,node_12,265
node_21,node_13,1148
node_21,node_14,684
node_21,node_15,347
node_21,node_16,553
node_21,node_17,585
node_21,node_18,142
node_21,node_19,760
node_21,node_20,292
node_21,node_21,0
node_21,node_22,410
node_21,node_23,480
node_21,node_24,240
node_21,node_25,782
node_21,node_26,738
node_21,node_27,36
node_21,node_28,806
node_21,node_29,1028
node_21,node_30,365
node_21,node_31,215
node_21,node_32,676
node_21,node_33,589
node_21,node_34,757
node_21,node_35,704
node_21,node_36,908
node_21,node_37,1008
node_21,node_38,568
node_21,node_39,358
node_22,node_0,543
node_22,node_1,925
node_22,node_2,681
node_22,node_3,389
node_22,node_4,471
node_22,node_5,955
node_22,node_6,1042
node_22,node_7,620
node_22,node_8,966
node_22,node_9,982
node_22,node_10,600
node_22,node_11,1332
node_22,node_12,145
node_22,node_13,1558
node_22,node_14,774
node_22,node_15,757
node_22,node_16,963
node_22,node_17,995
node_22,node_18,496
node_22,node_19,710
node_22,node_20,604
node_22,node_21,410
node_22,node_22,0
node_22,node_23,890
node_22,node_24,650
node_22,node_25,870
node_22,node_26,710
node_22,node_27,374
node_22,node_28,1216
node_22,node_29,1438
node_22,node_30,775
node_22,node_31,625
node_22,node_32,1086
node_22,node_33,999
node_22,node_34,1167
node_22,node_35,1114
node_22,node_36,1318
node_22,node_37,1418
node_22,node_38,978
node_22,node_39,768
node_23,node_0,347
node_23,node_1,51
node_23,node_2,377
node_23,node_3,533
node_23,node_4,419
node_23,node_5,383
node_23,node_6,162
node_23,node_7,820
node_23,node_8,686
node_23,node_9,468
node_23,node_10,362
node_23,node_11,442
node_23,node_12,745
node_23,node_13,668
node_23,node_14,966
node_23,node_15,133
node_23,node_16,117
node_23,node_17,779
node_23,node_18,394
node_23,node_19,478
node_23,node_20,286
node_23,node_21,480
node_23,node_22,890
node_23,node_23,0
node_23,node_24,468
node_23,node_25,1064
node_23,node_26,456
node_23,node_27,516
node_23,node_28,326
node_23,node_29,548
node_23,node_30,115
node_23,node_31,377
node_23,node_32,394
node_23,node_33,225
node_23,node_34,375
node_23,node_35,396
node_23,node_36,442
node_23,node_37,528
node_23,node_38,256
node_23,node_39,170
node_24,node_0,685
node_24,node_1,417
node_24,node_2,91
node_24,node_3,261
node_24,node_4,229
node_24,node_5,305
node_24,node_6,392
node_24,node_7,352
node_24,node_8,316
node_24,node_9,332
node_24,node_10,830
node_24,node_11,682
node_24,node_12,505
node_24,node_13,908
node_24,node_14,498
node_24,node_15,517
node_24,node_16,351
node_24,node_17,345
node_24,node_18,328
node_24,node_19,946
node_24,node_20,478
node_24,node_21,240
node_24,node_22,650
node_24,node_23,468
node_24,node_24,0
node_24,node_25,596
node_24,node_26,924
node_24,node_27,276
node_24,node_28,572
node_24,node_29,788
node_24,node_30,385
node_24,node_31,91
node_24,node_32,436
node_24,node_33,693
node_24,node_34,843
node_24,node_35,464
node_24,node_36,668
node_24,node_37,768
node_24,node_38,724
node_24,node_39,298
node_25,node_0,1281
node_25,node_1,1013
node_25,node_2,687
node_25,node_3,531
node_25,node_4,825
node_25,node_5,681
node_25,node_6,902
node_25,node_7,250
node_25,node_8,378
node_25,node_9,596
node_25,node_10,1426
node_25,node_11,796
node_25,node_12,829
node_25,node_13,1088
node_25,node_14,98
node_25,node_15,1113
node_25,node_16,947
node_25,node_17,285
node_25,node_18,924
node_25,node_19,1542
node_25,node_20,1074
node_25,node_21,782
node_25,node_22,870
node_25,node_23,1064
node_25,node_24,596
node_25,node_25,0
node_25,node_26,1520
node_25,node_27,810
node_25,node_28,1168
node_25,node_29,628
node_25,node_30,981
node_25,node_31,687
node_25,node_32,670
node_25,node_33,1289
node_25,node_34,1439
node_25,node_35,668
node_25,node_36,622
node_25,node_37,1098
node_25,node_38,1320
node_25,node_39,894
node_26,node_0,239
node_26,node_1,507
node_26,node_2,833
node_26,node_3,989
node_26,node_4,695
node_26,node_5,839
node_26,node_6,618
node_26,node_7,1276
node_26,node_8,1142
node_26,node_9,924
node_26,node_10,110
node_26,node_11,724
node_26,node_12,691
node_26,node_13,848
node_26,node_14,1422
node_26,node_15,407
node_26,node_16,573
node_26,node_17,1235
node_26,node_18,596
node_26,node_19,66
node_26,node_20,446
node_26,node_21,738
node_26,node_22,710
node_26,node_23,456
node_26,node_24,924
node_26,node_25,1520
node_26,node_26,0
node_26,node_27,710
node_26,node_28,506
node_26,node_29,892
node_26,node_30,539
node_26,node_31,833
node_26,node_32,850
node_26,node_33,289
node_26,node_34,457
node_26,node_35,852
node_26,node_36,898
node_26,node_37,708
node_26,node_38,268
node_26,node_39,626
node_27,node_0,471
node_27,node_1,551
node_27,node_2,307
node_27,node_3,279
node_27,node_4,97
node_27,node_5,581
node_27,node_6,668
node_27,node_7,566
node_27,node_8,592
node_27,node_9,608
node_27,node_10,616
node_27,node_11,958
node_27,node_12,229
node_27,node_13,1184
node_27,node_14,712
node_27,node_15,383
node_27,node_16,589
node_27,node_17,621
node_27,node_18,122
node_27,node_19,732
node_27,node_20,264
node_27,node_21,36
node_27,node_22,374
node_27,node_23,516
node_27,node_24,276
node_27,node_25,810
node_27,node_26,710
node_27,node_27,0
node_27,node_28,842
node_27,node_29,1064
node_27,node_30,401
node_27,node_31,251
node_27,node_32,712
node_27,node_33,625
node_27,node_34,793
node_27,node_35,740
node_27,node_36,944
node_27,node_37,1044
node_27,node_38,604
node_27,node_39,394
node_28,node_0,673
node_28,node_1,291
node_28,node_2,535
node_28,node_3,827
node_28,node_4,745
node_28,node_5,487
node_28,node_6,266
node_28,node_7,924
node_28,node_8,790
node_28,node_9,572
node_28,node_10,616
node_28,node_11,372
node_28,node_12,1071
node_28,node_13,342
node_28,node_14,1070
node_28,node_15,459
node_28,node_16,253
node_28,node_17,883
node_28,node_18,720
node_28,node_19,572
node_28,node_20,612
node_28,node_21,806
node_28,node_22,1216
node_28,node_23,326
node_28,node_24,572
node_28,node_25,1168
node_28,node_26,506
node_28,node_27,842
node_28,node_28,0
node_28,node_29,540
node_28,node_30,441
node_28,node_31,591
node_28,node_32,498
node_28,node_33,217
node_28,node_34,271
node_28,node_35,500
node_28,node_36,546
node_28,node_37,202
node_28,node_38,238
node_28,node_39,448
node_29,node_0,895
node_29,node_1,513
node_29,node_2,757
node_29,node_3,1049
node_29,node_4,967
node_29,node_5,483
node_29,node_6,396
node_29,node_7,818
node_29,node_8,472
node_29,node_9,456
node_29,node_10,838
node_29,node_11,168
node_29,node_12,1293
node_29,node_13,460
node_29,node_14,664
node_29,node_15,681
node_29,node_16,475
node_29,node_17,443
node_29,node_18,942
node_29,node_19,914
node_29,node_20,834
node_29,node_21,1028
node_29,node_22,1438
node_29,node_23,548
node_29,node_24,788
node_29,node_25,628
node_29,node_26,892
node_29,node_27,1064
node_29,node_28,540
node_29,node_29,0
node_29,node_30,663
node_29,node_31,813
node_29,node_32,352
node_29,node_33,661
node_29,node_34,811
node_29,node_35,324
node_29,node_36,120
node_29,node_37,470
node_29,node_38,692
node_29,node_39,670
node_30,node_0,300
node_30,node_1,150
node_30,node_2,294
node_30,node_3,450
node_30,node_4,304
node_30,node_5,300
node_30,node_6,267
node_30,node_7,737
node_30,node_8,603
node_30,node_9,385
node_30,node_10,445
node_30,node_11,557
node_30,node_12,630
node_30,node_13,783
node_30,node_14,883
node_30,node_15,132
node_30,node_16,188
node_30,node_17,696
node_30,node_18,279
node_30,node_19,561
node_30,node_20,171
node_30,node_21,365
node_30,node_22,775
node_30,node_23,115
node_30,node_24,385
node_30,node_25,981
node_30,node_26,539
node_30,node_27,401
node_30,node_28,441
node_30,node_29,663
node_30,node_30,0
node_30,node_31,294
node_30,node_32,311
node_30,node_33,308
node_30,node_34,458
node_30,node_35,339
node_30,node_36,543
node_30,node_37,643
node_30,node_38,339
node_30,node_39,87
node_31,node_0,594
node_31,node_1,326
node_31,node_2,56
node_31,node_3,236
node_31,node_4,154
node_31,node_5,330
node_31,node_6,417
node_31,node_7,443
node_31,node_8,341
node_31,node_9,357
node_31,node_10,739
node_31,node_11,707
node_31,node_12,480
node_31,node_13,933
node_31,node_14,589
node_31,node_15,426
node_31,node_16,338
node_31,node_17,402
node_31,node_18,237
node_31,node_19,855
node_31,node_20,387
node_31,node_21,215
node_31,node_22,625
node_31,node_23,377
node_31,node_24,91
node_31,node_25,687
node_31,node_26,833
node_31,node_27,251
node_31,node_28,591
node_31,node_29,813
node_31,node_30,294
node_31,node_31,0
node_31,node_32,461
node_31,node_33,602
node_31,node_34,752
node_31,node_35,489
node_31,node_36,693
node_31,node_37,793
node_31,node_38,633
node_31,node_39,207
node_32,node_0,611
node_32,node_1,343
node_32,node_2,405
node_32,node_3,697
node_32,node_4,615
node_32,node_5,131
node_32,node_6,232
node_32,node_7,466
node_32,node_8,292
node_32,node_9,104
node_32,node_10,756
node_32,node_11,246
node_32,node_12,941
node_32,node_13,472
node_32,node_14,572
node_32,node_15,443
node_32,node_16,277
node_32,node_17,385
node_32,node_18,590
node_32,node_19,872
node_32,node_20,482
node_32,node_21,676
node_32,node_22,1086
node_32,node_23,394
node_32,node_24,436
node_32,node_25,670
node_32,node_26,850
node_32,node_27,712
node_32,node_28,498
node_32,node_29,352
node_32,node_30,311
node_32,node_31,461
node_32,node_32,0
node_32,node_33,619
node_32,node_34,769
node_32,node_35,28
node_32,node_36,232
node_32,node_37,428
node_32,node_38,650
node_32,node_39,318
node_33,node_0,456
node_33,node_1,276
node_33,node_2,602
node_33,node_3,758
node_33,node_4,528
node_33,node_5,608
node_33,node_6,387
node_33,node_7,1045
node_33,node_8,911
node_33,node_9,693
node_33,node_10,399
node_33,node_11,493
node_33,node_12,854
node_33,node_13,559
node_33,node_14,1191
node_33,node_15,242
node_33,node_16,342
node_33,node_17,1004
node_33,node_18,503
node_33,node_19,355
node_33,node_20,395
node_33,node_21,589
node_33,node_22,999
node_33,node_23,225
node_33,node_24,693
node_33,node_25,1289
node_33,node_26,289
node_33,node_27,625
node_33,node_28,217
node_33,node_29,661
node_33,node_30,308
node_33,node_31,602
node_33,node_32,619
node_33,node_33,0
node_33,node_34,168
node_33,node_35,621
node_33,node_36,667
node_33,node_37,419
node_33,node_38,31
node_33,node_39,395
node_34,node_0,624
node_34,node_1,426
node_34,node_2,752
node_34,node_3,908
node_34,node_4,696
node_34,node_5,758
node_34,node_6,537
node_34,node_7,1195
node_34,node_8,1061
node_34,node_9,843
node_34,node_10,567
node_34,node_11,643
node_34,node_12,1022
node_34,node_13,391
node_34,node_14,1341
node_34,node_15,410
node_34,node_16,492
node_34,node_17,1154
node_34,node_18,671
node_34,node_19,523
node_34,node_20,563
node_34,node_21,757
node_34,node_22,1167
node_34,node_23,375
node_34,node_24,843
